ComplaintID,CustomerID,DateOpened,DateClosed,Channel,Product,IssueCategory,Severity,Status,Resolution,SLA_Target_Hours,FRT_Minutes,HandleTime_Minutes,CustomerSegment,Region
CX251202726,C91731,2025-12-31 12:11:00,2025-12-31 14:11:00,App,Internet Banking,Token/OTP issues,High,Closed,Resolved,12,2,32,SME,Rift Valley
CX251202237,C37518,2025-12-31 12:13:00,2026-01-01 05:13:00,Branch,Mobile Banking,Transfer failed,Medium,Closed,Resolved,24,12,35,SME,North Eastern
CX251208838,C45690,2025-12-31 12:13:00,2026-01-01 18:13:00,Email,Agent Banking,Reversal delay,Medium,Closed,Resolved,48,77,34,SME,Central
CX251211959,C22813,2025-12-31 12:35:00,2025-12-31 19:35:00,Branch,Accounts,Statement request,Medium,Closed,Partially Resolved,48,15,26,Retail,Rift Valley
CX251203109,C47914,2025-12-31 13:02:00,2026-01-03 23:02:00,Call Centre,Payments,Duplicate debit,Low,Open,Unresolved,72,10,24,Retail,Coast
CX251209935,C71240,2025-12-31 13:04:00,2026-01-01 14:04:00,Live Chat,Mobile Banking,App crash,Low,Closed,Resolved,48,8,27,SME,Nairobi
CX251211658,C45311,2025-12-31 13:33:00,2026-01-03 09:33:00,Live Chat,Payments,Duplicate debit,Low,Closed,Resolved,72,1,24,Retail,Nyanza
CX251206809,C80027,2025-12-31 13:34:00,,Live Chat,Internet Banking,Session timeout,Low,Escalated,Unresolved,48,11,23,Retail,Eastern
CX251204441,C47278,2025-12-31 14:30:00,2026-01-02 09:30:00,WhatsApp,ATM,Reversal delay,Low,Closed,Resolved,72,13,19,Corporate,North Eastern
CX251206293,C25077,2025-12-31 14:37:00,2026-01-01 10:37:00,Facebook,ATM,ATM downtime,Medium,Closed,Resolved,48,7,25,Corporate,Western
CX251207860,C92270,2025-12-31 14:52:00,2025-12-31 21:52:00,X,Internet Banking,Session timeout,Low,Closed,Resolved,48,10,9,Retail,Coast
CX251210767,C61286,2025-12-31 14:53:00,2026-01-02 01:53:00,Call Centre,Internet Banking,Beneficiary issues,Low,Closed,Unresolved,48,4,20,Retail,Nairobi
CX251210333,C47115,2025-12-31 14:53:00,2026-01-02 18:53:00,Live Chat,Accounts,Balance discrepancy,Medium,Closed,Resolved,48,3,14,SME,North Eastern
CX251209065,C55214,2025-12-31 15:11:00,,X,Accounts,Account blocked,Low,Open,Unresolved,72,32,12,SME,Western
CX251203659,C48948,2025-12-31 15:16:00,2026-01-01 17:16:00,Facebook,ATM,Partial dispense,Low,Closed,Resolved,72,8,21,Retail,North Eastern
CX251204886,C44801,2025-12-31 15:37:00,2026-01-01 13:37:00,App,ATM,ATM downtime,Low,Closed,Resolved,72,3,21,SME,North Eastern
CX251205795,C66481,2025-12-31 15:53:00,2026-01-01 03:53:00,X,Agent Banking,Float issues,High,Open,Partially Resolved,36,21,20,SME,Central
CX251210611,C75316,2025-12-31 16:00:00,2026-01-04 13:00:00,Live Chat,Payments,Settlement delay,Low,Closed,Resolved,72,3,26,SME,Nairobi
CX251200621,C98593,2025-12-31 16:23:00,2025-12-31 21:23:00,Call Centre,Internet Banking,Session timeout,Medium,Closed,Resolved,24,4,50,SME,Rift Valley
CX251204497,C29856,2025-12-31 16:35:00,2026-01-01 13:35:00,X,Loans,Repayment not reflecting,Low,Closed,Resolved,96,12,18,Corporate,Eastern
CX251204333,C55775,2025-12-31 17:06:00,2026-01-03 08:06:00,Call Centre,Accounts,Balance discrepancy,Low,Closed,Resolved,72,6,23,SME,Nairobi
CX251208038,C78327,2025-12-31 17:21:00,2026-01-01 04:21:00,Facebook,Loans,Top-up query,Medium,Closed,Partially Resolved,72,33,24,Corporate,Central
CX251202644,C88438,2025-12-31 17:23:00,2025-12-31 21:23:00,WhatsApp,Internet Banking,Login failure,Medium,Closed,Unresolved,24,23,23,Retail,North Eastern
CX251211708,C97289,2025-12-31 17:34:00,2025-12-31 22:34:00,Email,Cards,Declined transaction,Low,Closed,Resolved,48,110,19,Corporate,Coast
CX251210177,C61812,2025-12-31 17:58:00,2026-01-07 12:58:00,Email,Payments,Duplicate debit,Low,Closed,Resolved,72,25,28,Corporate,Central
CX251202404,C50912,2025-12-31 18:09:00,2026-01-01 20:09:00,X,Loans,Loan balance query,Low,Closed,Resolved,96,13,22,SME,North Eastern
CX251208165,C96011,2025-12-31 18:12:00,2026-01-01 00:12:00,Live Chat,Internet Banking,Session timeout,Low,Closed,Resolved,48,2,18,SME,Central
CX251209449,C76836,2025-12-31 18:32:00,2026-01-01 10:32:00,X,Internet Banking,Beneficiary issues,High,Closed,Partially Resolved,12,8,26,Retail,Central
CX251205119,C26684,2025-12-31 18:35:00,2026-01-01 12:35:00,X,Loans,Loan balance query,Medium,Closed,Partially Resolved,72,33,56,SME,Western
CX251209967,C74256,2025-12-31 18:58:00,2026-01-01 09:58:00,X,Mobile Banking,Bill payment failed,Medium,Closed,Resolved,24,22,18,Retail,Western
CX251203009,C88097,2025-12-31 19:45:00,2026-01-01 04:45:00,Branch,Internet Banking,Beneficiary issues,High,Closed,Resolved,12,23,20,Corporate,Eastern
CX251201160,C92531,2025-12-31 19:50:00,2026-01-01 01:50:00,App,Loans,Loan balance query,Low,Closed,Resolved,96,3,17,Retail,Nyanza
CX260105704,C77992,2026-01-01 08:13:00,2026-01-02 15:13:00,App,Agent Banking,Wrong posting,Low,Open,Unresolved,72,6,16,SME,Coast
CX260101405,C44855,2026-01-01 08:22:00,2026-01-05 00:22:00,WhatsApp,Accounts,KYC update,Low,Closed,Resolved,72,3,15,Retail,Nyanza
CX260102541,C92335,2026-01-01 08:37:00,2026-01-02 19:37:00,Call Centre,Payments,Reversal delay,Low,Closed,Resolved,72,5,29,SME,Rift Valley
CX260100146,C69603,2026-01-01 08:40:00,2026-01-01 14:40:00,X,ATM,ATM downtime,Low,Closed,Resolved,72,11,19,SME,Rift Valley
CX260111189,C21615,2026-01-01 08:47:00,2026-01-01 16:47:00,Live Chat,Payments,P2P failed,Medium,Closed,Resolved,48,3,43,SME,Western
CX260108171,C42849,2026-01-01 10:05:00,2026-01-05 06:05:00,App,Accounts,KYC update,Medium,Closed,Resolved,48,4,15,Retail,Nyanza
CX260111663,C44821,2026-01-01 10:15:00,,Branch,Mobile Banking,Transfer failed,Low,Open,Unresolved,48,10,26,Corporate,Eastern
CX260100469,C42083,2026-01-01 10:35:00,2026-01-03 16:35:00,WhatsApp,Payments,Settlement delay,Medium,Closed,Resolved,48,24,23,Retail,Nyanza
CX260103552,C73513,2026-01-01 10:37:00,2026-01-01 20:37:00,Email,Cards,Fraud alert,Low,Escalated,Unresolved,48,46,13,Retail,Eastern
CX260104201,C71846,2026-01-01 11:58:00,,WhatsApp,Mobile Banking,App crash,Medium,Open,Unresolved,24,22,17,SME,North Eastern
CX260101656,C73214,2026-01-01 12:40:00,,Email,Mobile Banking,Transfer failed,Low,Escalated,Unresolved,48,59,14,Corporate,Western
CX260108967,C76986,2026-01-01 12:46:00,2026-01-02 01:46:00,Branch,Internet Banking,Transfer failed,Medium,Closed,Resolved,24,9,30,Corporate,Coast
CX260107225,C19062,2026-01-01 13:02:00,2026-01-06 03:02:00,Email,Cards,Chargeback dispute,Low,Closed,Resolved,48,28,45,Retail,Nyanza
CX260110821,C94610,2026-01-01 13:04:00,2026-01-02 06:04:00,Email,Agent Banking,Float issues,Medium,Open,Partially Resolved,48,42,22,SME,Rift Valley
CX260103348,C53751,2026-01-01 13:17:00,,App,Payments,Duplicate debit,Low,Open,Unresolved,72,5,14,Retail,Central
CX260111550,C12687,2026-01-01 14:01:00,2026-01-01 23:01:00,Email,Internet Banking,Login failure,Low,Closed,Resolved,48,108,22,SME,North Eastern
CX260106153,C84774,2026-01-01 14:07:00,2026-01-02 03:07:00,WhatsApp,Accounts,Statement request,Medium,Closed,Resolved,48,14,20,SME,North Eastern
CX260103754,C68441,2026-01-01 14:27:00,2026-01-04 10:27:00,Live Chat,Agent Banking,Reversal delay,Low,Closed,Resolved,72,8,21,SME,North Eastern
CX260102292,C17874,2026-01-01 14:29:00,2026-01-04 03:29:00,Facebook,Loans,Reschedule request,Medium,Closed,Resolved,72,15,40,Corporate,Nairobi
CX260103038,C74670,2026-01-01 14:30:00,2026-01-01 18:30:00,Branch,Cards,PIN reset,High,Closed,Resolved,12,50,26,Retail,Rift Valley
CX260104552,C73611,2026-01-01 14:31:00,2026-01-01 23:31:00,Live Chat,ATM,ATM downtime,Medium,Closed,Resolved,48,7,24,Retail,Western
CX260101842,C56680,2026-01-01 14:31:00,2026-01-01 23:31:00,Call Centre,Mobile Banking,Login failure,Low,Closed,Resolved,48,3,12,SME,Central
CX260101095,C18010,2026-01-01 14:34:00,2026-01-04 22:34:00,Branch,Accounts,Charges dispute,Low,Open,Unresolved,72,13,15,Retail,Nyanza
CX260106049,C44016,2026-01-01 14:43:00,2026-01-02 22:43:00,App,Agent Banking,Reversal delay,Low,Closed,Resolved,72,3,10,Corporate,Nairobi
CX260103262,C96387,2026-01-01 15:04:00,2026-01-01 23:04:00,X,Cards,Card blocked,Low,Closed,Resolved,48,6,17,SME,Eastern
CX260110265,C80065,2026-01-01 15:05:00,2026-01-05 03:05:00,WhatsApp,Loans,Repayment not reflecting,Low,Closed,Resolved,96,8,19,SME,North Eastern
CX260100114,C33869,2026-01-01 15:29:00,2026-01-04 09:29:00,Branch,Accounts,KYC update,Low,Closed,Resolved,72,26,34,Corporate,Western
CX260102763,C47594,2026-01-01 15:31:00,2026-01-04 17:31:00,Live Chat,Loans,Interest dispute,Medium,Open,Unresolved,72,6,21,Corporate,Nairobi
CX260107919,C58431,2026-01-01 15:35:00,2026-01-01 20:35:00,X,Internet Banking,Login failure,Low,Closed,Resolved,48,63,19,Corporate,Eastern
CX260111932,C80588,2026-01-01 15:40:00,2026-01-03 03:40:00,Facebook,Agent Banking,Reversal delay,Medium,Closed,Resolved,48,50,27,Corporate,Western
CX260101756,C35489,2026-01-01 15:56:00,2026-01-02 04:56:00,Email,Loans,Loan balance query,Low,Open,Unresolved,96,56,9,Corporate,Western
CX260106860,C53973,2026-01-01 16:09:00,2026-01-02 11:09:00,Call Centre,Loans,Top-up query,Low,Closed,Resolved,96,6,27,SME,Rift Valley
CX260101953,C40053,2026-01-01 16:11:00,,App,Internet Banking,Login failure,Low,Open,Unresolved,48,3,31,Corporate,Western
CX260109996,C47676,2026-01-01 16:17:00,2026-01-04 12:17:00,Facebook,Payments,Settlement delay,High,Closed,Resolved,36,16,15,SME,Nairobi
CX260107729,C20278,2026-01-01 16:59:00,,Facebook,ATM,ATM downtime,Medium,Open,Unresolved,48,8,27,SME,Nyanza
CX260108370,C23271,2026-01-01 17:00:00,,Facebook,Payments,Settlement delay,Medium,Open,Unresolved,48,11,21,Retail,Nairobi
CX260111595,C54884,2026-01-01 17:08:00,2026-01-01 23:08:00,Email,Internet Banking,Session timeout,Low,Closed,Resolved,48,46,19,SME,Coast
CX260103083,C98320,2026-01-01 17:51:00,2026-01-06 05:51:00,Facebook,Loans,Interest dispute,Low,Closed,Partially Resolved,96,21,19,Corporate,Coast
CX260111660,C66524,2026-01-01 18:04:00,2026-01-03 19:04:00,X,Agent Banking,Wrong posting,Low,Closed,Resolved,72,22,23,SME,North Eastern
CX260106090,C29746,2026-01-01 18:14:00,2026-01-04 01:14:00,Facebook,Payments,Reversal delay,Low,Closed,Resolved,72,10,13,SME,Eastern
CX260105820,C28391,2026-01-01 18:35:00,2026-01-02 16:35:00,Call Centre,Loans,Loan balance query,Medium,Closed,Resolved,72,9,19,Retail,Western
CX260111479,C49320,2026-01-01 18:42:00,2026-01-01 22:42:00,Live Chat,Internet Banking,Session timeout,High,Closed,Resolved,12,3,16,Retail,Nyanza
CX260108857,C96409,2026-01-01 19:13:00,2026-01-02 03:13:00,Facebook,Mobile Banking,App crash,Low,Escalated,Unresolved,48,39,13,Corporate,Nyanza
CX260104348,C93632,2026-01-02 08:37:00,2026-01-02 10:37:00,WhatsApp,Cards,PIN reset,Medium,Closed,Resolved,24,9,53,SME,Rift Valley
CX260108528,C48194,2026-01-02 08:45:00,2026-01-02 23:45:00,X,Agent Banking,Cash-out failed,Low,Closed,Resolved,72,39,42,Corporate,Eastern
CX260109390,C27720,2026-01-02 08:57:00,2026-01-02 20:57:00,Email,Internet Banking,Transfer failed,Medium,Escalated,Unresolved,24,34,33,Retail,Rift Valley
CX260105977,C42881,2026-01-02 09:06:00,2026-01-04 19:06:00,Facebook,ATM,Card retained,Low,Closed,Partially Resolved,72,19,12,Retail,North Eastern
CX260104366,C33982,2026-01-02 09:14:00,2026-01-02 22:14:00,Facebook,Mobile Banking,App crash,Low,Closed,Resolved,48,20,12,Corporate,North Eastern
CX260101283,C12198,2026-01-02 09:33:00,2026-01-03 14:33:00,Call Centre,Payments,P2P failed,Medium,Closed,Resolved,48,6,26,Retail,Nairobi
CX260102079,C22123,2026-01-02 09:57:00,2026-01-04 04:57:00,Facebook,Payments,Merchant payment failed,Low,Closed,Resolved,72,10,23,Corporate,North Eastern
CX260101838,C31839,2026-01-02 10:05:00,2026-01-03 04:05:00,Email,Mobile Banking,App crash,Low,Closed,Resolved,48,51,25,Retail,Western
CX260102864,C39136,2026-01-02 10:10:00,2026-01-05 16:10:00,Branch,Accounts,Balance discrepancy,Low,Closed,Resolved,72,31,14,Retail,Rift Valley
CX260106050,C61789,2026-01-02 10:11:00,2026-01-02 16:11:00,Call Centre,Internet Banking,Token/OTP issues,High,Closed,Resolved,12,3,19,Corporate,Eastern
CX260103421,C66198,2026-01-02 10:18:00,2026-01-04 13:18:00,WhatsApp,Accounts,Balance discrepancy,Medium,Closed,Resolved,48,5,24,SME,Western
CX260106769,C63398,2026-01-02 10:37:00,2026-01-03 20:37:00,Live Chat,Agent Banking,Cash-out failed,Medium,Closed,Resolved,48,2,13,SME,Western
CX260111415,C19760,2026-01-02 10:53:00,2026-01-03 14:53:00,Facebook,Accounts,Account blocked,Low,Escalated,Unresolved,72,5,29,SME,Central
CX260106359,C46270,2026-01-02 11:15:00,2026-01-04 08:15:00,Call Centre,ATM,Card retained,High,Closed,Resolved,36,2,18,Retail,Eastern
CX260109794,C48148,2026-01-02 11:51:00,2026-01-03 05:51:00,Email,Cards,Fraud alert,Low,Closed,Resolved,48,73,15,Retail,Nyanza
CX260104987,C33553,2026-01-02 12:15:00,2026-01-02 14:15:00,Email,Cards,PIN reset,Low,Closed,Resolved,48,27,15,Retail,Western
CX260104121,C81867,2026-01-02 12:16:00,2026-01-03 16:16:00,App,ATM,Reversal delay,Low,Closed,Partially Resolved,72,4,21,SME,Eastern
CX260108756,C52133,2026-01-02 12:47:00,2026-01-03 18:47:00,Facebook,ATM,Reversal delay,Medium,Open,Partially Resolved,48,6,17,SME,Nyanza
CX260104223,C44698,2026-01-02 13:09:00,2026-01-02 16:09:00,Call Centre,Cards,Card blocked,Medium,Open,Partially Resolved,24,14,20,Corporate,Nairobi
CX260101305,C39314,2026-01-02 13:49:00,2026-01-02 23:49:00,App,Agent Banking,Service unavailable,Medium,Closed,Resolved,48,1,24,Retail,Coast
CX260111522,C73869,2026-01-02 13:53:00,2026-01-02 16:53:00,X,Cards,PIN reset,High,Closed,Resolved,12,14,12,Corporate,Central
CX260108596,C37620,2026-01-02 14:07:00,,Facebook,ATM,Card retained,Low,Open,Unresolved,72,19,19,SME,Western
CX260100161,C90022,2026-01-02 14:09:00,2026-01-04 08:09:00,Branch,Accounts,Account blocked,Medium,Open,Unresolved,48,18,14,Retail,North Eastern
CX260102824,C64697,2026-01-02 14:21:00,2026-01-04 00:21:00,App,Internet Banking,Transfer failed,Medium,Closed,Resolved,24,3,24,Retail,Western
CX260111028,C18953,2026-01-02 14:36:00,,X,Payments,Settlement delay,Medium,Escalated,Unresolved,48,13,38,Retail,Nairobi
CX260106984,C42766,2026-01-02 14:41:00,2026-01-04 05:41:00,Live Chat,ATM,Card retained,Low,Closed,Resolved,72,3,14,Retail,Nairobi
CX260101148,C11257,2026-01-02 15:39:00,2026-01-04 21:39:00,WhatsApp,Cards,Chargeback dispute,Low,Closed,Resolved,48,23,22,SME,Eastern
CX260105145,C99112,2026-01-02 15:51:00,2026-01-02 19:51:00,Branch,Cards,Card blocked,Low,Closed,Resolved,48,21,14,SME,North Eastern
CX260106880,C16720,2026-01-02 16:10:00,2026-01-05 19:10:00,Branch,Loans,Interest dispute,Low,Closed,Resolved,96,18,17,Corporate,Eastern
CX260101751,C37795,2026-01-02 16:35:00,,Email,Mobile Banking,App crash,Low,Open,Unresolved,48,74,22,Retail,Rift Valley
CX260104450,C67910,2026-01-02 16:58:00,2026-01-02 21:58:00,X,Internet Banking,Login failure,Medium,Open,Unresolved,24,7,13,Corporate,Rift Valley
CX260103691,C96017,2026-01-02 17:12:00,2026-01-03 13:12:00,App,Cards,Declined transaction,Low,Closed,Partially Resolved,48,3,11,Corporate,Central
CX260105926,C31958,2026-01-02 17:44:00,,Live Chat,Accounts,Charges dispute,Low,Escalated,Unresolved,72,3,18,Corporate,Western
CX260111890,C31367,2026-01-02 17:58:00,2026-01-08 00:58:00,Branch,Loans,Interest dispute,Medium,Closed,Resolved,72,12,19,Corporate,Eastern
CX260110055,C34943,2026-01-02 18:08:00,,App,Accounts,Statement request,Low,Escalated,Unresolved,72,4,15,Retail,Nairobi
CX260108780,C72377,2026-01-02 18:45:00,2026-01-04 02:45:00,Branch,ATM,Reversal delay,High,Closed,Resolved,36,10,19,SME,Coast
CX260111819,C95993,2026-01-02 19:07:00,2026-01-05 06:07:00,Branch,ATM,Cash not dispensed,Low,Closed,Resolved,72,21,21,Corporate,Rift Valley
CX260102577,C17235,2026-01-02 19:07:00,2026-01-04 07:07:00,X,Payments,Duplicate debit,Medium,Closed,Resolved,48,24,19,SME,Nairobi
CX260102083,C28672,2026-01-02 19:19:00,2026-01-03 01:19:00,Call Centre,Internet Banking,Login failure,High,Escalated,Unresolved,12,4,14,SME,Eastern
CX260103288,C56984,2026-01-03 08:33:00,,App,Agent Banking,Reversal delay,Medium,Open,Unresolved,48,2,25,Retail,Nyanza
CX260111341,C45366,2026-01-03 08:44:00,2026-01-04 01:44:00,Branch,Loans,Loan balance query,Medium,Closed,Resolved,72,12,24,Corporate,North Eastern
CX260103287,C81478,2026-01-03 08:49:00,2026-01-03 14:49:00,Facebook,Internet Banking,Session timeout,Low,Closed,Resolved,48,38,22,Corporate,Western
CX260109768,C54334,2026-01-03 08:58:00,2026-01-03 15:58:00,WhatsApp,Internet Banking,Login failure,Low,Closed,Resolved,48,8,24,Corporate,Western
CX260110524,C84545,2026-01-03 10:28:00,2026-01-04 19:28:00,Email,Mobile Banking,App crash,Low,Closed,Unresolved,48,55,12,Corporate,Nairobi
CX260101589,C55295,2026-01-03 11:03:00,2026-01-04 00:03:00,X,Mobile Banking,App crash,Low,Closed,Resolved,48,10,23,Retail,Eastern
CX260103324,C73255,2026-01-03 11:15:00,2026-01-04 13:15:00,App,ATM,Card retained,Medium,Closed,Resolved,48,3,13,SME,Central
CX260104152,C66231,2026-01-03 11:36:00,2026-01-06 02:36:00,Branch,Agent Banking,Reversal delay,Low,Closed,Resolved,72,6,29,SME,North Eastern
CX260111319,C47300,2026-01-03 12:02:00,2026-01-04 03:02:00,WhatsApp,Accounts,Statement request,Low,Closed,Resolved,72,19,15,Retail,Nairobi
CX260108847,C93683,2026-01-03 12:07:00,2026-01-06 22:07:00,Call Centre,Cards,Chargeback dispute,Low,Closed,Resolved,48,10,13,SME,North Eastern
CX260109933,C47424,2026-01-03 12:19:00,2026-01-04 23:19:00,X,Agent Banking,Wrong posting,Medium,Closed,Resolved,48,10,31,SME,Nairobi
CX260108174,C84881,2026-01-03 12:40:00,2026-01-05 04:40:00,Email,Loans,Repayment not reflecting,Low,Closed,Resolved,96,87,30,Corporate,Rift Valley
CX260107087,C58009,2026-01-03 13:00:00,2026-01-04 20:00:00,Live Chat,ATM,Card retained,Low,Closed,Resolved,72,3,19,SME,Eastern
CX260103818,C37053,2026-01-03 13:04:00,,Call Centre,Loans,Interest dispute,Low,Escalated,Unresolved,96,5,22,Corporate,Nyanza
CX260104058,C41775,2026-01-03 13:54:00,2026-01-04 05:54:00,Call Centre,Internet Banking,Beneficiary issues,Medium,Closed,Resolved,24,4,22,Retail,Central
CX260107037,C56221,2026-01-03 14:04:00,2026-01-04 10:04:00,Facebook,Agent Banking,Service unavailable,Low,Closed,Resolved,72,14,20,Corporate,Nairobi
CX260100404,C11036,2026-01-03 14:13:00,2026-01-04 21:13:00,Facebook,Accounts,Charges dispute,High,Closed,Resolved,36,12,19,SME,Eastern
CX260108646,C86879,2026-01-03 14:16:00,2026-01-04 01:16:00,WhatsApp,Mobile Banking,App crash,Medium,Closed,Resolved,24,5,17,Retail,Coast
CX260100537,C15899,2026-01-03 14:38:00,2026-01-05 02:38:00,WhatsApp,Loans,Repayment not reflecting,Medium,Closed,Resolved,72,13,24,Retail,Nairobi
CX260109908,C46879,2026-01-03 14:56:00,2026-01-04 08:56:00,Branch,Payments,P2P failed,Low,Closed,Resolved,72,17,8,Corporate,Nairobi
CX260101126,C25485,2026-01-03 15:01:00,2026-01-06 23:01:00,Facebook,Accounts,Balance discrepancy,Low,Closed,Partially Resolved,72,22,21,Corporate,Western
CX260100915,C27594,2026-01-03 15:07:00,2026-01-03 18:07:00,X,Cards,PIN reset,Low,Closed,Resolved,48,9,22,Retail,Nyanza
CX260109638,C34854,2026-01-03 15:22:00,2026-01-03 23:22:00,Email,Cards,Declined transaction,Low,Closed,Resolved,48,145,18,Retail,Western
CX260101965,C22850,2026-01-03 15:22:00,,Email,Mobile Banking,OTP not received,Medium,Escalated,Unresolved,24,65,18,Corporate,Central
CX260111956,C19446,2026-01-03 15:45:00,2026-01-04 10:45:00,WhatsApp,Cards,Declined transaction,Low,Closed,Resolved,48,8,8,SME,Central
CX260111233,C37899,2026-01-03 15:56:00,2026-01-04 06:56:00,Live Chat,ATM,Reversal delay,Medium,Closed,Unresolved,48,9,21,Corporate,Eastern
CX260105349,C70895,2026-01-03 16:06:00,2026-01-06 22:06:00,Call Centre,Accounts,Balance discrepancy,Medium,Closed,Resolved,48,6,13,Retail,Eastern
CX260111881,C68848,2026-01-03 16:08:00,,WhatsApp,Cards,Fraud alert,Low,Open,Unresolved,48,14,18,Retail,Eastern
CX260108153,C43879,2026-01-03 16:08:00,2026-01-04 08:08:00,X,Agent Banking,Service unavailable,Low,Closed,Resolved,72,14,21,SME,Nairobi
CX260110078,C82565,2026-01-03 16:26:00,2026-01-12 13:26:00,X,Payments,Duplicate debit,Low,Closed,Resolved,72,10,20,SME,Eastern
CX260100792,C96527,2026-01-03 16:35:00,2026-01-04 19:35:00,Branch,ATM,ATM downtime,Medium,Closed,Partially Resolved,48,19,17,Corporate,Central
CX260111061,C85780,2026-01-03 16:49:00,2026-01-03 21:49:00,Call Centre,Mobile Banking,Login failure,Low,Closed,Resolved,48,6,39,SME,North Eastern
CX260106043,C44258,2026-01-03 16:56:00,2026-01-03 22:56:00,X,Internet Banking,Session timeout,Low,Closed,Resolved,48,15,8,Retail,Coast
CX260106861,C44208,2026-01-03 16:59:00,2026-01-05 14:59:00,WhatsApp,Accounts,KYC update,Medium,Closed,Resolved,48,3,29,Retail,Nairobi
CX260108565,C94734,2026-01-03 17:22:00,2026-01-04 20:22:00,Live Chat,Agent Banking,Reversal delay,Medium,Closed,Resolved,48,2,21,Retail,Rift Valley
CX260109815,C10139,2026-01-03 17:38:00,,X,Accounts,KYC update,Low,Open,Partially Resolved,72,9,16,Corporate,Eastern
CX260105687,C50271,2026-01-03 17:43:00,,Call Centre,Agent Banking,Wrong posting,Medium,Open,Unresolved,48,3,18,SME,Central
CX260105098,C28829,2026-01-03 17:49:00,2026-01-05 00:49:00,Facebook,Accounts,Account blocked,Low,Closed,Resolved,72,32,12,Retail,Eastern
CX260110689,C13511,2026-01-03 17:56:00,2026-01-04 02:56:00,X,Internet Banking,Token/OTP issues,High,Closed,Resolved,12,8,21,Corporate,North Eastern
CX260104600,C34716,2026-01-03 18:31:00,2026-01-04 18:31:00,Call Centre,Cards,Fraud alert,Low,Closed,Resolved,48,7,11,Retail,Central
CX260109592,C91703,2026-01-03 18:31:00,2026-01-05 05:31:00,Live Chat,Agent Banking,Wrong posting,High,Closed,Resolved,36,9,18,Corporate,North Eastern
CX260102004,C28463,2026-01-03 18:53:00,2026-01-04 01:53:00,Call Centre,Payments,P2P failed,Medium,Open,Unresolved,48,6,24,Corporate,Western
CX260105332,C23303,2026-01-03 18:54:00,2026-01-04 06:54:00,Email,Agent Banking,Reversal delay,Medium,Closed,Resolved,48,58,14,SME,Western
CX260108166,C83145,2026-01-03 19:00:00,2026-01-04 17:00:00,WhatsApp,Loans,Loan balance query,Low,Closed,Resolved,96,14,29,Corporate,Central
CX260111600,C11624,2026-01-03 19:48:00,2026-01-05 02:48:00,WhatsApp,ATM,Partial dispense,High,Closed,Resolved,36,3,24,Retail,Rift Valley
CX260100101,C71337,2026-01-04 08:43:00,2026-01-05 01:43:00,Branch,Agent Banking,Cash-out failed,Low,Closed,Resolved,72,11,15,Corporate,Coast
CX260105232,C29356,2026-01-04 08:45:00,2026-01-04 23:45:00,Facebook,Mobile Banking,Bill payment failed,High,Closed,Resolved,12,21,15,Retail,Coast
CX260106278,C91645,2026-01-04 09:39:00,2026-01-04 21:39:00,Email,Agent Banking,Service unavailable,Low,Closed,Resolved,72,140,25,SME,Nairobi
CX260107416,C13573,2026-01-04 10:07:00,2026-01-06 17:07:00,Email,ATM,Cash not dispensed,Low,Closed,Resolved,72,21,16,Corporate,Eastern
CX260110690,C65457,2026-01-04 10:24:00,2026-01-07 07:24:00,X,Loans,Reschedule request,Medium,Closed,Resolved,72,7,25,Corporate,Coast
CX260111609,C51726,2026-01-04 10:44:00,2026-01-06 05:44:00,Live Chat,Internet Banking,Beneficiary issues,Low,Closed,Unresolved,48,3,31,Retail,Coast
CX260100692,C72872,2026-01-04 11:06:00,2026-01-09 02:06:00,Live Chat,Loans,Reschedule request,Low,Closed,Resolved,96,6,41,Retail,Nairobi
CX260101494,C30068,2026-01-04 11:21:00,,Branch,ATM,ATM downtime,Medium,Open,Unresolved,48,11,22,SME,Western
CX260106291,C25311,2026-01-04 11:22:00,2026-01-07 04:22:00,Call Centre,Agent Banking,Wrong posting,Medium,Closed,Resolved,48,6,19,Retail,Nairobi
CX260111985,C25006,2026-01-04 11:23:00,2026-01-05 11:23:00,Facebook,Agent Banking,Service unavailable,Medium,Closed,Resolved,48,17,28,SME,North Eastern
CX260100505,C49450,2026-01-04 11:31:00,2026-01-06 12:31:00,Live Chat,Loans,Loan balance query,Low,Escalated,Unresolved,96,2,21,SME,Coast
CX260107111,C80298,2026-01-04 11:37:00,2026-01-05 23:37:00,Live Chat,Accounts,KYC update,Low,Closed,Resolved,72,3,32,Retail,North Eastern
CX260108482,C84382,2026-01-04 11:52:00,2026-01-07 16:52:00,WhatsApp,Loans,Reschedule request,Medium,Closed,Resolved,72,7,19,Retail,Coast
CX260106586,C51861,2026-01-04 12:01:00,2026-01-06 14:01:00,App,Payments,Duplicate debit,Low,Closed,Resolved,72,3,13,SME,Nairobi
CX260109685,C45509,2026-01-04 12:11:00,2026-01-05 02:11:00,Call Centre,Agent Banking,Cash-out failed,Low,Closed,Resolved,72,5,20,Retail,Western
CX260109810,C95191,2026-01-04 12:17:00,2026-01-05 04:17:00,Live Chat,Cards,Fraud alert,High,Closed,Resolved,12,2,19,SME,Central
CX260104353,C53230,2026-01-04 12:38:00,,Email,Agent Banking,Reversal delay,Low,Open,Unresolved,72,42,22,Corporate,Nyanza
